"GSM","Score","GSE","Platform","GenesFound","GenesExpected","SampleTitle","Characteristics","LibSize","TreatmentRaw","CellLine","IsControl","Agent","AgentConfidence"
"GSM3574068",2.25276242856344,"GSE125437","NCBI-counts",6,6,"RS411.OTX015.8h_Rep3","cell line: RS411 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-AF",20183794,"OTX015","RS411",FALSE,"OTX015","high"
"GSM3574069",2.00877695081703,"GSE125437","NCBI-counts",6,6,"RS411.BAY155.24h_Rep1","cell line: RS411 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",20351626,"BAY-155","RS411",FALSE,"BAY-155","high"
"GSM3574070",1.95641353437084,"GSE125437","NCBI-counts",6,6,"RS411.BAY155.24h_Rep2","cell line: RS411 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",18108664,"BAY-155","RS411",FALSE,"BAY-155","high"
"GSM3574071",1.99337317804989,"GSE125437","NCBI-counts",6,6,"RS411.BAY155.24h_Rep3","cell line: RS411 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",19179944,"BAY-155","RS411",FALSE,"BAY-155","high"
"GSM3574072",2.05104723759467,"GSE125437","NCBI-counts",6,6,"RS411.DMSO.24h_Rep1","cell line: RS411 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",20791103,"DMSO","RS411",TRUE,"control","control"
"GSM3574073",2.00312286690743,"GSE125437","NCBI-counts",6,6,"RS411.DMSO.24h_Rep2","cell line: RS411 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",16293099,"DMSO","RS411",TRUE,"control","control"
"GSM3574074",2.05835330258494,"GSE125437","NCBI-counts",6,6,"RS411.DMSO.24h_Rep3","cell line: RS411 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",21054576,"DMSO","RS411",TRUE,"control","control"
"GSM3574075",2.02455209394603,"GSE125437","NCBI-counts",6,6,"RS411.Brequinar.24h_Rep1","cell line: RS411 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",22875527,"Brequinar","RS411",FALSE,"Brequinar","high"
"GSM3574076",2.05031083246359,"GSE125437","NCBI-counts",6,6,"RS411.Brequinar.24h_Rep2","cell line: RS411 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",17917834,"Brequinar","RS411",FALSE,"Brequinar","high"
"GSM3574077",1.99671152328366,"GSE125437","NCBI-counts",6,6,"RS411.Brequinar.24h_Rep3","cell line: RS411 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",21170780,"Brequinar","RS411",FALSE,"Brequinar","high"
"GSM3574078",2.017906729033,"GSE125437","NCBI-counts",6,6,"RS411.DMSO.24h_Rep4","cell line: RS411 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",9841063,"DMSO","RS411",TRUE,"control","control"
"GSM3574079",1.99252388346316,"GSE125437","NCBI-counts",6,6,"RS411.DMSO.24h_Rep5","cell line: RS411 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",18660497,"DMSO","RS411",TRUE,"control","control"
"GSM3574080",1.9312519779927,"GSE125437","NCBI-counts",6,6,"RS411.DMSO.24h_Rep6","cell line: RS411 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",20521114,"DMSO","RS411",TRUE,"control","control"
"GSM3574081",1.80454187948524,"GSE125437","NCBI-counts",6,6,"RS411.EPZ5676.96h_Rep1","cell line: RS411 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-AF",20801048,"EPZ-5676","RS411",FALSE,"EPZ-5676","high"
"GSM3574082",1.86674367655764,"GSE125437","NCBI-counts",6,6,"RS411.EPZ5676.96h_Rep2","cell line: RS411 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-AF",18421057,"EPZ-5676","RS411",FALSE,"EPZ-5676","high"
"GSM3574083",1.87323330484909,"GSE125437","NCBI-counts",6,6,"RS411.DMSO.96h_Rep1","cell line: RS411 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",11444906,"DMSO","RS411",TRUE,"control","control"
"GSM3574084",1.91984469430099,"GSE125437","NCBI-counts",6,6,"RS411.DMSO.96h_Rep2","cell line: RS411 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",19329727,"DMSO","RS411",TRUE,"control","control"
"GSM3574085",1.88437105990269,"GSE125437","NCBI-counts",6,6,"RS411.DMSO.96h_Rep3","cell line: RS411 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",18482365,"DMSO","RS411",TRUE,"control","control"
"GSM3574086",1.41379789617397,"GSE125437","NCBI-counts",6,6,"OCIAML2.BAY1251152.8h_Rep1","cell line: OCI-AML2 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-AF",18128628,"BAY-1251152","OCI-AML2",FALSE,"BAY-1251152","high"
"GSM3574087",1.40336314577572,"GSE125437","NCBI-counts",6,6,"OCIAML2.BAY1251152.8h_Rep2","cell line: OCI-AML2 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-AF",19878124,"BAY-1251152","OCI-AML2",FALSE,"BAY-1251152","high"
"GSM3574088",1.28345851361715,"GSE125437","NCBI-counts",6,6,"OCIAML2.BAY1251152.8h_Rep3","cell line: OCI-AML2 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-AF",18332760,"BAY-1251152","OCI-AML2",FALSE,"BAY-1251152","high"
"GSM3574089",1.72788715610861,"GSE125437","NCBI-counts",6,6,"OCIAML2.OTX015.8h_Rep1","cell line: OCI-AML2 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-AF",20521660,"OTX015","OCI-AML2",FALSE,"OTX015","high"
"GSM3574090",1.74837748192299,"GSE125437","NCBI-counts",6,6,"OCIAML2.OTX015.8h_Rep2","cell line: OCI-AML2 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-AF",22651708,"OTX015","OCI-AML2",FALSE,"OTX015","high"
"GSM3574091",1.72422225926243,"GSE125437","NCBI-counts",6,6,"OCIAML2.OTX015.8h_Rep3","cell line: OCI-AML2 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-AF",21774326,"OTX015","OCI-AML2",FALSE,"OTX015","high"
"GSM3574092",1.12903176550727,"GSE125437","NCBI-counts",6,6,"OCIAML2.BAY155.24h_Rep1","cell line: OCI-AML2 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",11592171,"BAY-155","OCI-AML2",FALSE,"BAY-155","high"
"GSM3574093",1.13089781927033,"GSE125437","NCBI-counts",6,6,"OCIAML2.BAY155.24h_Rep2","cell line: OCI-AML2 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",21016378,"BAY-155","OCI-AML2",FALSE,"BAY-155","high"
"GSM3574094",1.1438119549527,"GSE125437","NCBI-counts",6,6,"OCIAML2.BAY155.24h_Rep3","cell line: OCI-AML2 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",22252397,"BAY-155","OCI-AML2",FALSE,"BAY-155","high"
"GSM3574095",1.51755824415009,"GSE125437","NCBI-counts",6,6,"OCIAML2.DMSO.24h_Rep1","cell line: OCI-AML2 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",21507568,"DMSO","OCI-AML2",TRUE,"control","control"
"GSM3574096",1.54174715327647,"GSE125437","NCBI-counts",6,6,"OCIAML2.DMSO.24h_Rep2","cell line: OCI-AML2 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",21077291,"DMSO","OCI-AML2",TRUE,"control","control"
"GSM3574097",1.5342264957445,"GSE125437","NCBI-counts",6,6,"OCIAML2.DMSO.24h_Rep3","cell line: OCI-AML2 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",20153823,"DMSO","OCI-AML2",TRUE,"control","control"
"GSM3574098",1.54216981244843,"GSE125437","NCBI-counts",6,6,"OCIAML2.Brequinar.24h_Rep1","cell line: OCI-AML2 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",19574743,"Brequinar","OCI-AML2",FALSE,"Brequinar","high"
"GSM3574099",1.5853043602206,"GSE125437","NCBI-counts",6,6,"OCIAML2.Brequinar.24h_Rep2","cell line: OCI-AML2 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",21986569,"Brequinar","OCI-AML2",FALSE,"Brequinar","high"
"GSM3574100",1.53185754166445,"GSE125437","NCBI-counts",6,6,"OCIAML2.Brequinar.24h_Rep3","cell line: OCI-AML2 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",11598603,"Brequinar","OCI-AML2",FALSE,"Brequinar","high"
"GSM3574101",1.53430920291178,"GSE125437","NCBI-counts",6,6,"OCIAML2.DMSO.24h_Rep4","cell line: OCI-AML2 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",19216913,"DMSO","OCI-AML2",TRUE,"control","control"
"GSM3574102",1.5468854842282,"GSE125437","NCBI-counts",6,6,"OCIAML2.DMSO.24h_Rep5","cell line: OCI-AML2 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",19750220,"DMSO","OCI-AML2",TRUE,"control","control"
"GSM3574103",1.54038490713484,"GSE125437","NCBI-counts",6,6,"OCIAML2.DMSO.24h_Rep6","cell line: OCI-AML2 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",16263946,"DMSO","OCI-AML2",TRUE,"control","control"
"GSM3574104",1.34635662703962,"GSE125437","NCBI-counts",6,6,"OCIAML2.EPZ5676.96h_Rep1","cell line: OCI-AML2 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-AF",19504081,"EPZ-5676","OCI-AML2",FALSE,"EPZ-5676","high"
"GSM3574105",1.299971970413,"GSE125437","NCBI-counts",6,6,"OCIAML2.EPZ5676.96h_Rep2","cell line: OCI-AML2 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-AF",20038859,"EPZ-5676","OCI-AML2",FALSE,"EPZ-5676","high"
"GSM3574106",1.34945823351946,"GSE125437","NCBI-counts",6,6,"OCIAML2.EPZ5676.96h_Rep3","cell line: OCI-AML2 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-AF",11276854,"EPZ-5676","OCI-AML2",FALSE,"EPZ-5676","high"
"GSM3574107",1.47868087774817,"GSE125437","NCBI-counts",6,6,"OCIAML2.DMSO.96h_Rep1","cell line: OCI-AML2 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",13113706,"DMSO","OCI-AML2",TRUE,"control","control"
"GSM3574108",1.53034048899479,"GSE125437","NCBI-counts",6,6,"OCIAML2.DMSO.96h_Rep2","cell line: OCI-AML2 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",19784844,"DMSO","OCI-AML2",TRUE,"control","control"
"GSM3574109",1.45879506516121,"GSE125437","NCBI-counts",6,6,"OCIAML2.DMSO.96h_Rep3","cell line: OCI-AML2 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",22312430,"DMSO","OCI-AML2",TRUE,"control","control"
"GSM3574110",0.984990676281673,"GSE125437","NCBI-counts",6,6,"SEM.BAY1251152.8h_Rep1","cell line: SEM | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-AF",19024484,"BAY-1251152","SEM",FALSE,"BAY-1251152","high"
"GSM3574111",1.0047350465733,"GSE125437","NCBI-counts",6,6,"SEM.BAY1251152.8h_Rep2","cell line: SEM | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-AF",19716256,"BAY-1251152","SEM",FALSE,"BAY-1251152","high"
"GSM3574113",0.986367461357254,"GSE125437","NCBI-counts",6,6,"SEM.BAY1251152.8h_Rep3","cell line: SEM | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-AF",21891805,"BAY-1251152","SEM",FALSE,"BAY-1251152","high"
"GSM3574115",1.39296340960141,"GSE125437","NCBI-counts",6,6,"SEM.OTX015.8h_Rep1","cell line: SEM | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-AF",11006848,"OTX015","SEM",FALSE,"OTX015","high"
"GSM3574118",1.40991464666292,"GSE125437","NCBI-counts",6,6,"SEM.OTX015.8h_Rep2","cell line: SEM | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-AF",21195766,"OTX015","SEM",FALSE,"OTX015","high"
"GSM3574121",1.40610320722708,"GSE125437","NCBI-counts",6,6,"SEM.OTX015.8h_Rep3","cell line: SEM | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-AF",11109457,"OTX015","SEM",FALSE,"OTX015","high"
"GSM3574124",1.47001436999269,"GSE125437","NCBI-counts",6,6,"SEM.BAY155.24h_Rep1","cell line: SEM | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",19770751,"BAY-155","SEM",FALSE,"BAY-155","high"
"GSM3574127",1.41374737554741,"GSE125437","NCBI-counts",6,6,"SEM.BAY155.24h_Rep2","cell line: SEM | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",18674798,"BAY-155","SEM",FALSE,"BAY-155","high"
"GSM3574129",1.49768317824703,"GSE125437","NCBI-counts",6,6,"SEM.BAY155.24h_Rep3","cell line: SEM | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",18075073,"BAY-155","SEM",FALSE,"BAY-155","high"
"GSM3574131",1.3644249292199,"GSE125437","NCBI-counts",6,6,"SEM.DMSO.24h_Rep1","cell line: SEM | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",22344660,"DMSO","SEM",TRUE,"control","control"
"GSM3574134",1.38876583368657,"GSE125437","NCBI-counts",6,6,"SEM.DMSO.24h_Rep2","cell line: SEM | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",19515621,"DMSO","SEM",TRUE,"control","control"
"GSM3574135",1.35498540668565,"GSE125437","NCBI-counts",6,6,"SEM.DMSO.24h_Rep3","cell line: SEM | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",20553071,"DMSO","SEM",TRUE,"control","control"
"GSM3574136",1.40533350894348,"GSE125437","NCBI-counts",6,6,"SEM.Brequinar.24h_Rep1","cell line: SEM | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",19704128,"Brequinar","SEM",FALSE,"Brequinar","high"
"GSM3574137",1.45487561883582,"GSE125437","NCBI-counts",6,6,"SEM.Brequinar.24h_Rep2","cell line: SEM | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",22205835,"Brequinar","SEM",FALSE,"Brequinar","high"
"GSM3574138",1.37863010377622,"GSE125437","NCBI-counts",6,6,"SEM.Brequinar.24h_Rep3","cell line: SEM | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",17566389,"Brequinar","SEM",FALSE,"Brequinar","high"
"GSM3574139",1.29082356431198,"GSE125437","NCBI-counts",6,6,"SEM.DMSO.24h_Rep4","cell line: SEM | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",18889912,"DMSO","SEM",TRUE,"control","control"
"GSM3574140",1.42040841307008,"GSE125437","NCBI-counts",6,6,"SEM.DMSO.24h_Rep5","cell line: SEM | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",19603345,"DMSO","SEM",TRUE,"control","control"
"GSM3574141",1.39085771100275,"GSE125437","NCBI-counts",6,6,"SEM.DMSO.24h_Rep6","cell line: SEM | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-AF",20394483,"DMSO","SEM",TRUE,"control","control"
"GSM3574142",1.51594510899964,"GSE125437","NCBI-counts",6,6,"SEM.EPZ5676.96h_Rep1","cell line: SEM | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-AF",22428383,"EPZ-5676","SEM",FALSE,"EPZ-5676","high"
"GSM3574143",1.50708190332874,"GSE125437","NCBI-counts",6,6,"SEM.EPZ5676.96h_Rep2","cell line: SEM | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-AF",21893125,"EPZ-5676","SEM",FALSE,"EPZ-5676","high"
"GSM3574144",1.50402757535708,"GSE125437","NCBI-counts",6,6,"SEM.EPZ5676.96h_Rep3","cell line: SEM | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-AF",21132486,"EPZ-5676","SEM",FALSE,"EPZ-5676","high"
"GSM3574145",1.49817987102897,"GSE125437","NCBI-counts",6,6,"SEM.DMSO.96h_Rep1","cell line: SEM | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",19167514,"DMSO","SEM",TRUE,"control","control"
"GSM3574146",1.54713973807257,"GSE125437","NCBI-counts",6,6,"SEM.DMSO.96h_Rep2","cell line: SEM | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",18777305,"DMSO","SEM",TRUE,"control","control"
"GSM3574147",1.52393681583779,"GSE125437","NCBI-counts",6,6,"SEM.DMSO.96h_Rep3","cell line: SEM | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-AF",19744460,"DMSO","SEM",TRUE,"control","control"
"GSM3574148",1.34768609270484,"GSE125437","NCBI-counts",6,6,"OCIAML5.BAY1251152.8h_Rep1","cell line: OCI-AML5 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-WT",19834798,"BAY-1251152","OCI-AML5",FALSE,"BAY-1251152","high"
"GSM3574149",1.3096528604878,"GSE125437","NCBI-counts",6,6,"OCIAML5.BAY1251152.8h_Rep2","cell line: OCI-AML5 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-WT",19605115,"BAY-1251152","OCI-AML5",FALSE,"BAY-1251152","high"
"GSM3574150",1.356323236116,"GSE125437","NCBI-counts",6,6,"OCIAML5.BAY1251152.8h_Rep3","cell line: OCI-AML5 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-WT",20582047,"BAY-1251152","OCI-AML5",FALSE,"BAY-1251152","high"
"GSM3574151",1.45458500170526,"GSE125437","NCBI-counts",6,6,"OCIAML5.OTX015.8h_Rep1","cell line: OCI-AML5 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-WT",19483528,"OTX015","OCI-AML5",FALSE,"OTX015","high"
"GSM3574152",1.45214777110956,"GSE125437","NCBI-counts",6,6,"OCIAML5.OTX015.8h_Rep2","cell line: OCI-AML5 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-WT",21384500,"OTX015","OCI-AML5",FALSE,"OTX015","high"
"GSM3574153",1.47131086655518,"GSE125437","NCBI-counts",6,6,"OCIAML5.OTX015.8h_Rep3","cell line: OCI-AML5 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-WT",22066499,"OTX015","OCI-AML5",FALSE,"OTX015","high"
"GSM3574154",1.46392492221576,"GSE125437","NCBI-counts",6,6,"OCIAML5.BAY155.24h_Rep1","cell line: OCI-AML5 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-WT",21278984,"BAY-155","OCI-AML5",FALSE,"BAY-155","high"
"GSM3574155",1.45151880541273,"GSE125437","NCBI-counts",6,6,"OCIAML5.BAY155.24h_Rep2","cell line: OCI-AML5 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-WT",19352342,"BAY-155","OCI-AML5",FALSE,"BAY-155","high"
"GSM3574156",1.44545066108351,"GSE125437","NCBI-counts",6,6,"OCIAML5.BAY155.24h_Rep3","cell line: OCI-AML5 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-WT",21184885,"BAY-155","OCI-AML5",FALSE,"BAY-155","high"
"GSM3574157",1.44007541280176,"GSE125437","NCBI-counts",6,6,"OCIAML5.DMSO.24h_Rep1","cell line: OCI-AML5 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-WT",14263947,"DMSO","OCI-AML5",TRUE,"control","control"
"GSM3574158",1.44688047842546,"GSE125437","NCBI-counts",6,6,"OCIAML5.DMSO.24h_Rep2","cell line: OCI-AML5 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-WT",17332209,"DMSO","OCI-AML5",TRUE,"control","control"
"GSM3574159",1.41614386859477,"GSE125437","NCBI-counts",6,6,"OCIAML5.DMSO.24h_Rep3","cell line: OCI-AML5 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-WT",20074722,"DMSO","OCI-AML5",TRUE,"control","control"
"GSM3574160",1.4460636070844,"GSE125437","NCBI-counts",6,6,"OCIAML5.Brequinar.24h_Rep1","cell line: OCI-AML5 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-WT",12060621,"Brequinar","OCI-AML5",FALSE,"Brequinar","high"
"GSM3574161",1.40934114863289,"GSE125437","NCBI-counts",6,6,"OCIAML5.Brequinar.24h_Rep2","cell line: OCI-AML5 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-WT",19541107,"Brequinar","OCI-AML5",FALSE,"Brequinar","high"
"GSM3574162",1.40706328494438,"GSE125437","NCBI-counts",6,6,"OCIAML5.Brequinar.24h_Rep3","cell line: OCI-AML5 | agent: Brequinar | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-WT",11693140,"Brequinar","OCI-AML5",FALSE,"Brequinar","high"
"GSM3574163",1.44246062221952,"GSE125437","NCBI-counts",6,6,"OCIAML5.DMSO.24h_Rep4","cell line: OCI-AML5 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-WT",10664195,"DMSO","OCI-AML5",TRUE,"control","control"
"GSM3574164",1.39827622810195,"GSE125437","NCBI-counts",6,6,"OCIAML5.DMSO.24h_Rep5","cell line: OCI-AML5 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-WT",20871816,"DMSO","OCI-AML5",TRUE,"control","control"
"GSM3574165",1.40430231917186,"GSE125437","NCBI-counts",6,6,"OCIAML5.DMSO.24h_Rep6","cell line: OCI-AML5 | agent: DMSO | concentration: 0.10 percent | time point (hours): 24 | mll fusion type: MLL-WT",19327328,"DMSO","OCI-AML5",TRUE,"control","control"
"GSM3574166",1.43627602729959,"GSE125437","NCBI-counts",6,6,"OCIAML5.EPZ5676.96h_Rep1","cell line: OCI-AML5 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-WT",12527994,"EPZ-5676","OCI-AML5",FALSE,"EPZ-5676","high"
"GSM3574167",1.46127934534154,"GSE125437","NCBI-counts",6,6,"OCIAML5.EPZ5676.96h_Rep2","cell line: OCI-AML5 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-WT",23631761,"EPZ-5676","OCI-AML5",FALSE,"EPZ-5676","high"
"GSM3574168",1.45987099144482,"GSE125437","NCBI-counts",6,6,"OCIAML5.EPZ5676.96h_Rep3","cell line: OCI-AML5 | agent: EPZ-5676 | concentration: 3uM | time point (hours): 96 | mll fusion type: MLL-WT",20332036,"EPZ-5676","OCI-AML5",FALSE,"EPZ-5676","high"
"GSM3574169",1.39624466634062,"GSE125437","NCBI-counts",6,6,"OCIAML5.DMSO.96h_Rep1","cell line: OCI-AML5 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-WT",21292861,"DMSO","OCI-AML5",TRUE,"control","control"
"GSM3574170",1.41588910729523,"GSE125437","NCBI-counts",6,6,"OCIAML5.DMSO.96h_Rep2","cell line: OCI-AML5 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-WT",19325079,"DMSO","OCI-AML5",TRUE,"control","control"
"GSM3574171",1.3570328960215,"GSE125437","NCBI-counts",6,6,"OCIAML5.DMSO.96h_Rep3","cell line: OCI-AML5 | agent: DMSO | concentration: 0.10 percent | time point (hours): 96 | mll fusion type: MLL-WT",21278939,"DMSO","OCI-AML5",TRUE,"control","control"
"GSM3574172",1.63416229877726,"GSE125437","NCBI-counts",6,6,"MOLM14.BAY1251152.8h_Rep1","cell line: MOLM-14 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-AF",20567962,"BAY-1251152","MOLM-14",FALSE,"BAY-1251152","high"
"GSM3574173",1.66175792624013,"GSE125437","NCBI-counts",6,6,"MOLM14.BAY1251152.8h_Rep2","cell line: MOLM-14 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-AF",17305708,"BAY-1251152","MOLM-14",FALSE,"BAY-1251152","high"
"GSM3574174",1.61000233973577,"GSE125437","NCBI-counts",6,6,"MOLM14.BAY1251152.8h_Rep3","cell line: MOLM-14 | agent: BAY-1251152 | concentration: 0.05 uM | time point (hours): 8 | mll fusion type: MLL-AF",10742389,"BAY-1251152","MOLM-14",FALSE,"BAY-1251152","high"
"GSM3574175",1.91751850704504,"GSE125437","NCBI-counts",6,6,"MOLM14.OTX015.8h_Rep1","cell line: MOLM-14 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-AF",19611471,"OTX015","MOLM-14",FALSE,"OTX015","high"
"GSM3574176",1.95235944583696,"GSE125437","NCBI-counts",6,6,"MOLM14.OTX015.8h_Rep2","cell line: MOLM-14 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-AF",20678535,"OTX015","MOLM-14",FALSE,"OTX015","high"
"GSM3574177",1.89274487970525,"GSE125437","NCBI-counts",6,6,"MOLM14.OTX015.8h_Rep3","cell line: MOLM-14 | agent: OTX015 | concentration: 1uM | time point (hours): 8 | mll fusion type: MLL-AF",17751263,"OTX015","MOLM-14",FALSE,"OTX015","high"
"GSM3574178",1.25050737693395,"GSE125437","NCBI-counts",6,6,"MOLM14.BAY155.24h_Rep1","cell line: MOLM-14 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",16355032,"BAY-155","MOLM-14",FALSE,"BAY-155","high"
"GSM3574179",1.2280315350998,"GSE125437","NCBI-counts",6,6,"MOLM14.BAY155.24h_Rep2","cell line: MOLM-14 | agent: BAY-155 | concentration: 2uM | time point (hours): 24 | mll fusion type: MLL-AF",11970059,"BAY-155","MOLM-14",FALSE,"BAY-155","high"
